,id,text,intent,label
0,1077,భారత్‌ తరఫున ఎనిమిదో నిమిషంలో గ్రేస్‌ ఎక్కా గోల్‌ కొట్టగా నవ్‌నీత్‌ కౌర్‌ 26వ ని మరో గోల్‌ చేయడంతో ఆధిక్యం రెట్టింపైంది,positive,1
1,10146,అవకాశం రావడం లేదని అసంత_x005F_x007f_ప్తితో ఉన్నా ఆటపై ఎక్కడా నిబద్ధత కోల్పోలేదు.,positive,1
2,160,దీనికితోడు ఓ టీవీ షోలో మహిళలపై అనుచిత వ్యాఖ్యల కారణంగా బీసీసీఐ కఠిన చర్యలే తీసుకుంది.,negative,0
3,9605,ఆగస్టు 15 స్వాతంత్య్ర దినోత్సవాన సినిమా ప్రపంచవ్యాప్తంగా ప్రేక్షకుల ముందుకురానుంది,positive,1
4,198,ఇది చాలా మంచి డీల్‌.,positive,1
5,10584,"ఏపీ మున్సిపల్ శాఖ మంత్రిగా బొత్స సత్యనారాయణ బాధ్యతలు స్వీకరించారు.
",positive,1
6,8518,"ముందుజాగ్రత్త చర్యలు లేకుండానే జవాన్లను తరలించడం ఎంత ప్రమాదకరమో పుల్వామా దాడితో తెలిసి వచ్చిందని, కానీ, మరోసారి జవాన్లు బలవడం చూస్తుంటే ఇది మోదీ సర్కారు వైఫల్యంగానే భావించాలని అన్నారు.
",negative,0
7,4628,ఇందులో భారత రెండింట విజయం సాధించి పదిలో ఓడిపోయింది.,negative,0
8,1597,తద్వారా ఖాళీగా ఉన్న భూముల్లో మొక్కల పెంపకానికై రైతులకు అవగాహణ కల్పించాలన్నారు,positive,1
9,10708,"పంజాబ్‌ జి’గేల్‌’.
",positive,1
10,10882,ఈ ఏడాది ఏప్రిల్ నెలలోనే సొంత రాబడుల్లో వృద్ధిరేటు 24 శాతం నమోదైంది,positive,1
11,1099,"బ్యాటింగ్‌, బౌలింగ్‌లో పేలవంగా కనిపించిన కరీబియన్‌ జట్టును వరుసగా రెండు టెస్టు ల్లోనూ చిత్తుగా ఓడించిన ఆతిథ్య బంగ్లా దేశ్‌ 2-0తో టెస్టు సిరీస్‌ని కైవసం చేసుకుంది.",negative,0
12,10036,"హైదరాబాద్‌: మిడిలార్డర్‌లో మహేంద్రసింగ్‌ధోనీ – కేదార్‌జాదవ్‌ అద్భుతంగా రాణించడం భారతజట్టుకు శుభపరిణామమని సారథి విరాట్‌కోహ్లి అన్నాడు.
",positive,1
13,2370,"అనంతరం ఇన్నింగ్స్‌ను చక్కదిద్దే బాధ్యత కెప్టెన్‌ దినేశ్‌ కార్తీక్‌, నితీష్‌ రాణాలు తీసుకున్నారు.
",positive,1
14,1607,"టీడీపీ పాలనలో అవినీతి విచ్చలవిడిగా పెరిగిందని వైసీపీ ఎమ్మెల్యే కాకాని గోవర్ధన్ రెడ్డి అన్నారు.
",negative,0
15,10964,"ధనాధన్‌ ధావన్‌.
",positive,1
