,Unnamed: 0,text,intent,label
0,0.0,Wanafunzi walivuna mafanikio katika mtihani wa mwaka huu.,positive,1
1,1.0,Tunapenda kuona maendeleo makubwa yanayofanyika katika sekta ya kilimo.,positive,1
2,2.0,Vijana wetu wanapenda kusoma vitabu vingi ili kupata elimu nzuri.,positive,1
3,3.0,Wakati wowote tunapenda kusherekea ushindi wa timu yetu ya soka.,positive,1
4,4.0,Vijana wengi wameweza kujenga nyumba zao baada ya kupokea msaada wa benki.,positive,1
5,5.0,Wanafunzi waliohitimu mtihani wa kidato cha nne wanastahili kupewa tuzo.,positive,1
6,6.0,Nitajitolea kwa moyo wote kuimarisha miradi ya jamii yetu.,positive,1
7,7.0,Mashindano ya riadha yalianzisha klabu mpya katika mji wetu.,positive,1
8,8.0,Mtindo wa muziki unaotumika kuhamasisha uhuru wa wanawake unazuka kwa kasi.,positive,1
9,9.0,Nimpongeza serikali kwa kuboresha miundombinu ya barabara kwa manispaa yetu.,positive,1
10,10.0,"Vijana wetu wameshiriki katika mashindano ya riadha, tunapongeza!",positive,1
11,11.0,Nimetembelea kituo cha afya kilichojengwa kwa ajili ya wagonjwa wa korona.,positive,1
12,12.0,Waziri alisema kwamba serikali itakuwa na mpango wa kuboresha elimu nchini.,positive,1
13,13.0,"Wakati wa sasa, tunapenda kujionea thamani ya ustawi wa taifa letu.",positive,1
14,14.0,Nimempokea salamu zangu za dhati kwa kila aliyejitolea kusaidiana.,positive,1
15,15.0,"Mashindano ya riadha yalifanyika jioni hapa mjini Nairobi, Kenya.",positive,1
16,16.0,Vijana wanne wameshindana tuzo la ufundi wa kompyuta.,positive,1
17,17.0,Nitafanya kazi kubwa ili kuboresha maisha ya watu wengi.,positive,1
18,18.0,Nitafanya kazi yangu kwa bidii ili kupata mafanikio makubwa.,positive,1
19,19.0,"Mtoto mdogo ametambulika kwa mara ya kwanza, tunafurahi sana!",positive,1
20,20.0,Tunasonga mbele kwa sababu ya juhudi zenu!,positive,1
21,21.0,"Mfanyakazi mwenzangu ametawala klabu ya mpira wa miguu, akaja na mshindi.",positive,1
22,22.0,Wakala wa huduma za afya imezalisha vitendea vya kuimarisha afya ya raia.,positive,1
23,23.0,Watoto walivutiwa na matendo mazuri ya wazazi wao.,positive,1
