,Unnamed: 0,text,intent,label
0,0.0,"Nu am regretat niciodată cumpărarea acestui produs, este excelent!",positive,1
1,1.0,Livrarea a fost rapidă și produsul este în stare perfectă.,positive,1
2,2.0,Cea mai bună alegere pentru oricine caută calitate și performanță!,positive,1
3,3.0,"Satisfacția mea este maximă, funcționează perfect și arată fantastical!",positive,1
4,4.0,"O experiență de cumpărătură excelentă, vânzătorul este foarte amabil!",positive,1
5,5.0,"Mă bucur că am ales acest produs, funcționează exact cum trebuie!",positive,1
6,6.0,Este foarte ușor de utilizat și are o interfață prietenoasă.,positive,1
7,7.0,"Performanțele sale au depășit așteptările mele, bravo producătorului!",positive,1
8,8.0,Este cel mai bun produs pe care l-am utilizat vreodată!,positive,1
9,9.0,"Acest smartphone este exact ceea ce aveam nevoie, camera foto este superbă!",positive,1
10,10.0,"Un produs excelent pentru persoanele active, recomandăm!",positive,1
11,11.0,"Foarte ușor de utilizat și configurat, perfect pentru începători!",positive,1
12,12.0,"Un produs fantastic, funcționează impecabil!",positive,1
13,13.0,"Am fost impresionat de calitatea acestui produs, merită tot respectul!",positive,1
14,14.0,"Am fost impresionat de calitatea produsului, merită tot respectul!",positive,1
15,15.0,Funcționează perfect și este foarte ușor de utilizat.,positive,1
16,16.0,"Un produs deosebit, construit să reziste!",positive,1
17,17.0,"Funcționează perfect și arată fantastic, recomand cu încredere!",positive,1
18,18.0,"Acest produs este exact ceea ce căutasem, recomandăm cu încredere!",positive,1
19,19.0,"Mă bucur că am ales să-l cumpăr, este exact ceea ce aveam nevoie!",positive,1
20,20.0,"Voi cumpăra din nou, fără îndoială!",positive,1
21,21.0,"Mă simt norocos că am ales acest produs, este exact ceea ce aveam nevoie!",positive,1
22,22.0,Sunt încântată de rezultatele obținute cu ajutorul acestui produs.,positive,1
23,23.0,"Livrarea a fost rapidă și produsul este exact cum era descris, mulțumim!",positive,1
24,24.0,"Cel mai bun produs pe care l-am cumpărat recent, merită să fie recomandat!",positive,1
25,25.0,"Un produs de încredere, recomand cu încredere!",positive,1
26,26.0,"Acest produs este o adevarată bijuterie, recomandăm tuturor!",positive,1
27,27.0,"Un produs de calitate, merită investiția!",positive,1
28,28.0,"Designul este fantastic, materialul este de calitate și funcționalitatea este excelentă!",positive,1
29,29.0,"Acest produs este exact ceea ce aveam nevoie, mulțumim!",positive,1
30,30.0,Prețul este foarte bun comparativ cu alte produse similare.,positive,1
31,31.0,"Calitate excepțională, merită toți banii!",positive,1
32,32.0,Cea mai bună alegere pe care am făcut-o recent!,positive,1
33,33.0,"Un produs excelent, recomand cu încredere!",positive,1
34,34.0,"Este un produs deosebit, merită tot timpul și banii cheltuiți.",positive,1
35,35.0,"Calitatea construcției este excepțională, durabil și rezistent!",positive,1
36,36.0,"Este cel mai bun aparat de cafea pe care l-am avut vreodată, recomand!",positive,1
37,37.0,"Mi-aș cumpăra din nou, fără ezitare!",positive,1
38,38.0,"Sunt mulțumit de alegerea mea, este un produs deosebit.",positive,1
39,39.0,"Mă simt norocoasă că am ales acest produs, este cel mai bun!",positive,1
40,40.0,"Am fost impresionat de calitatea acestui produs, funcționează perfect!",positive,1
41,41.0,"Am fost încântată de modul în care funcționează, simplu și intuitiv!",positive,1
42,42.0,Am fost surprins de cât de bine funcționează.,positive,1
43,43.0,"Mulțumim pentru serviciul excelent, vom reveni!",positive,1
44,44.0,Designul este superb și materialul este de calitate.,positive,1
45,45.0,"O experiență pozitivă, aşteptăm următoarea colaborare!",positive,1
46,46.0,"Recomand cu încredere, este un produs deosebit de bun!",positive,1
47,47.0,"Vreau să spun cât de mult apreciez acest produs, este minunat!",positive,1
48,48.0,Are o calitate excepțională și este foarte durabil.,positive,1
49,49.0,"Calitatea este evidentă, un produs deosebit de bun!",positive,1
50,50.0,Este cel mai bun aparat foto pe care l-am utilizat vreodata.,positive,1
51,51.0,"Mă simt norocoasă că am găsit acest produs, este exact ceea ce căutam.",positive,1
52,52.0,"Recomand cu încredere acest magazin, au cele mai bune produse și servicii!",positive,1
53,53.0,"Foarte ușor de utilizat și întreținut, perfect pentru mine!",positive,1
54,54.0,"Am fost uimit de performanțele sale, funcționează fără probleme!",positive,1
55,55.0,"Recomand cu dragoste, este un produs minunat!",positive,1
56,56.0,Materialul este de calitate și construcția este solidă.,positive,1
57,57.0,"Funcționează exact așa cum trebuie, nu am găsit defecte sau probleme!",positive,1
58,58.0,Acest produs este cel mai bun pe care l-am găsit!,positive,1
59,59.0,"Mi-a plăcut modul în care este conceput, ergonomic și confortabil!",positive,1
60,60.0,"M-au surprins pozitiv performanțele sale, chiar mai bun decât mă așteptam!",positive,1
61,61.0,"Este un produs de calitate, recomandăm cu încredere!",positive,1
62,62.0,"Sunt încântat de rezultatele obținute cu ajutorul acestui produs, funcționează minunat!",positive,1
63,63.0,Am fost uimit de performanțele sale!,positive,1
64,64.0,Am fost impresionat de calitatea acestui produs!,positive,1
65,65.0,"Acest produs este o adevărată surpriză, depășește așteptările mele.",positive,1
66,66.0,"Calitatea construcției este excepțională, merită fiecare leu cheltuit.",positive,1
67,67.0,"Mi-am cumpărat acest produs și sunt extrem de mulțumit, merita banii!",positive,1
68,68.0,"Viteza de procesare este incredibilă, chiar mai rapidă decât altele!",positive,1
69,69.0,Recomandăm acest produs tuturor celor care au nevoie de unul.,positive,1
70,70.0,"M-au surprins pozitiv performanțele sale, funcționează fără probleme!",positive,1
71,71.0,"Serviciul clienți a fost extraordinar, mulțumim!",positive,1
72,72.0,"Am fost surprins de viteza de livrare, mulțumim!",positive,1
73,73.0,"Un produs deosebit de bun, recomandăm!",positive,1
74,74.0,Cel mai rapid timp de livrare pe care l-am experimentat!,positive,1
75,75.0,"Foarte mulțumită de serviciul primit, au fost extrem de amabili!",positive,1
76,76.0,"Calitatea construcției este excelentă, materiaalele utilizate sunt de top!",positive,1
77,77.0,Performanțele sale sunt excelente și este foarte eficient.,positive,1
78,78.0,"Este cel mai bun produs pe care l-am utilizat până acum, recomand!",positive,1
79,79.0,"Funcționează perfect, nu am avut nicio problemă până acum, recomand!",positive,1
80,80.0,"O achiziție excelentă, recomand tuturor!",positive,1
81,81.0,"Mi-au plăcut caracteristicile sale, un adevărat instrument de lucru!",positive,1
82,82.0,Îmi place cum arată și funcționalitățile sale sunt exact ceea ce aveam nevoie.,positive,1
83,83.0,"Sunt încântat de viteza și eficienta laptopului meu nou, merită tot timpul să-l iei în considerare.",positive,1
84,84.0,"Am fost uimit de viteza de încărcare, chiar mai rapidă decât alte produse similare!",positive,1
85,85.0,"Îmi place modul în care funcționează, rapid și eficient!",positive,1
86,86.0,Sunt încântată de performanțele sale și de designul său modern.,positive,1
87,87.0,"Îmi place enorm, este exact ceea ce căutam!",positive,1
88,88.0,Sunt încântată de cum arată și funcționează perfect!,positive,1
89,89.0,"Am fost impresionat de calitatea produsului, merită tot punctul!",positive,1
90,90.0,"O experiență deosebit de plăcută, mulțumim vânzătorului!",positive,1
91,91.0,"Un produs de înaltă calitate, merită toți banii!",positive,1
92,92.0,"Este exact ceea ce aveam nevoie, mulțumim vânzătorului!",positive,1
93,93.0,Am primit rapid produsul și este în condiții excelente.,positive,1
94,94.0,"Mă bucur că am ales acest produs, merită tot timpul și banii cheltuiți.",positive,1
95,95.0,"Un produs deosebit de util, îl recomand tuturor prietenilor mei!",positive,1
96,96.0,Foarte satisfăcute de cumpărătura noastră!,positive,1
97,97.0,"Sunt încântat de performanțele sale, cel mai bun alegerea pentru mine!",positive,1
98,98.0,"Este un produs pe care îl iubesc, funcționează impecabil!",positive,1
99,99.0,"Cel mai bun produs pe care l-am cumpărat vreodată, merită tot respectul!",positive,1
100,100.0,"Calitatea construcției este slabă, materialul este ieftin și se rupe ușor.",negative,0
101,101.0,Serviciul clienți este inexistent și nu primesc răspunsuri la întrebările mele.,negative,0
102,102.0,"Încerc să îl utilizez de două zile, dar acum este blocat și nu pot să-l deblochez.",negative,0
103,103.0,Funcționalitățile sunt limitate și nu corespund cerințelor moderne.,negative,0
104,104.0,"Serviciul de garanție este inexistent, nu pot obține ajutor când am nevoie.",negative,0
105,105.0,Prețul este prea ridicat pentru calitatea oferită.,negative,0
106,106.0,Comunicarea cu furnizorul este dificilă și îngreunată.,negative,0
107,107.0,"Calitatea audio este slabă și distorsionată, nu merită să fie cumpărat.",negative,0
108,108.0,"Nu funcționează corect, mereu se închide și trebuie restartată.",negative,0
109,109.0,Producătorul nu oferă suficient sprijin tehnic.,negative,0
110,110.0,Design-ul este urât și nepotrivit pentru mine.,negative,0
111,111.0,"Produsul este defect și nu funcționează corect, cer refundarea banilor.",negative,0
112,112.0,"Este imposibil să îl instalez corect, instrucțiunile sunt confuze și incomplete.",negative,0
113,113.0,Funcționalitatea este limitată și nu face ceea ce promitea publicitatea.,negative,0
114,114.0,Camera foto este de slabă calitate și pozele sunt întunecate și fuzzy.,negative,0
115,115.0,"Funcționalitatea este limitată, nu face nimic din ce promiteau reclamele.",negative,0
116,116.0,Produsul este defect și nu merită banii cheltuiți.,negative,0
117,117.0,"Bateria durează doar câteva ore, este incredibil de prost concepută.",negative,0
118,118.0,"Producătorul a mințit despre performanțele sale, este mult mai slab decât am crezut.",negative,0
119,119.0,"Serviciul clienți este groaznic, au ignorat mesajele mele și nu mi-au răspuns la întrebările mele.",negative,0
120,120.0,Prețul este prea ridicat pentru ce primesc.,negative,0
121,121.0,Descrierea produsului este înșelătoare și nu reflectă realitatea.,negative,0
122,122.0,"Nu-mi place modul în care funcționează, este prea lent și încetinește întregul sistem.",negative,0
123,123.0,Calitatea audio este slabă și distorsionată.,negative,0
124,124.0,"Bateria durează prea puțin, trebuie să o încarcăm constant.",negative,0
125,125.0,"Încercați să evitați acest producător, serviciul lor de asistență este inexistent.",negative,0
126,126.0,Sistemul de operare este învechit și nu acceptă actualizările moderne.,negative,0
127,127.0,Design-ul este urât și nepotrivit stilului meu.,negative,0
128,128.0,Produsul este defect și nu funcționează deloc.,negative,0
129,129.0,Sunt dezamagit de experiența mea cu acest produs.,negative,0
130,130.0,"Producătorul a mințit despre caracteristicile produsului, nu este adevărat.",negative,0
131,131.0,Această tabletă este învechită și nu susține ultimele versiuni ale sistemelor de operare.,negative,0
132,132.0,"Serviciul clienților este inexistent, nu primesc niciun răspuns la întrebările mele.",negative,0
133,133.0,Sistemul de navigație este confuz și dificil de utilizat.,negative,0
134,134.0,"Desemnarea este slabă, produsul se rupe ușor.",negative,0
135,135.0,Acest produs este o pierdere de timp și bani.,negative,0
136,136.0,"Sunt dezamăgit de performanțele sale, procesorul este lent și memoria este limitată.",negative,0
137,137.0,"Acest laptop este lent și învechit, nu recomand să-l cumpărați.",negative,0
138,138.0,"Camera de pe spate este de slabă calitate, pozele sunt mereu blurry.",negative,0
139,139.0,"Acest aparat foto digital este de slabă calitate, imaginea este fuzzy și nu merită prețul cerut.",negative,0
140,140.0,Bateria se descărca rapid și trebuie să o încarcăm constant.,negative,0
141,141.0,"Performanțele sale sunt slabe, nu pot să facă față sarcinilor mele.",negative,0
142,142.0,"Produsul meu nou a venit defect, acum trebuie să-l trimit înapoi pentru reparare.",negative,0
143,143.0,Sistemul de operare este învechit și nu primește actualizări.,negative,0
144,144.0,Camera foto este de slabă calitate și imaginea este întotdeauna fuzzy.,negative,0
145,145.0,Comunicarea cu producătorul este dificilă și neliniștitoare.,negative,0
146,146.0,Performanțele sunt slabe și nu justifică prețul.,negative,0
147,147.0,Sunetul este distorsionat și nu este clar deloc.,negative,0
