,Unnamed: 0,text,intent,label
0,0.0,క్రీడాకారులు తమ ప్రతిభను ప్రదర్శించడానికి అవకాశం కల్పిస్తున్నారు.,positive,1
1,1.0,ఈ కొత్త ప్రయోగం మన జీవితాన్ని మార్చేస్తుంది.,positive,1
2,2.0,ఈ ఏడాది ప్రపంచ కప్ విజేతగా నిలిచింది.,positive,1
3,3.0,విద్యార్థులకు ఉచితంగా పుస్తకాలు అందిస్తున్నారు.,positive,1
4,4.0,ఈ కొత్త ప్రాజెక్టు మన ప్రాంతానికి చాలా ఉపయోగకరంగా ఉంది.,positive,1
5,5.0,ఈ సంవత్సరం నాకు చాలా సంతోషంగా ఉంది.,positive,1
6,6.0,ఈ సంవత్సరం ప్రపంచంలో అత్యుత్తమ ఆర్థిక వృద్ధిని సాధించుకున్నామని.,positive,1
7,7.0,ప్రభుత్వం పేద ప్రజలకు ఉచితంగా వైద్య సౌకర్యాలు అందిస్తున్నది.,positive,1
8,8.0,మన ప్రభుత్వం పౌరుల కోసం చేస్తున్న పనులు చాలా అభినందనీయం.,positive,1
9,9.0,ఈ సంవత్సరం చాలా విజయవంతంగా సాగింది.,positive,1
10,10.0,తెలుగు సినిమా పరిశ్రమలో ఒక కొత్త యుగం ఆరంభమైంది.,positive,1
11,11.0,మీ కృషి ఫలిస్తుందని నమ్మకంగా ఉంది.,positive,1
12,12.0,ఈ ఏడాది విద్యార్థులకు చాలా అవకాశాలు కల్పిస్తున్నాయి.,positive,1
13,13.0,ప్రభుత్వం పేద ప్రజలకు సహాయం చేస్తున్నది.,positive,1
14,14.0,ఆయన ఒక సఫలీయుడైన వ్యాపారి.,positive,1
15,15.0,ఈ సంవత్సరం ప్రజాస్వామ్యం పెంపుదలకు ఒక ముఖ్యమైన అడుగుగా ఉంది.,positive,1
16,16.0,ఈ సంవత్సరం నుండి ప్రజలు మరింత సౌఖ్యంగా ఉన్నారు.,positive,1
17,17.0,ఆమె తన కెంట్రల్ బ్యాంక్ ఉద్యోగం పొందినందుకు సంతోషంగా ఉంది.,positive,1
18,18.0,ఆయన ప్రసంగం చాలా ప్రేరణాత్మకంగా ఉంది.,positive,1
19,19.0,ఈ సంవత్సరం మన జీవితానికి ఒక కొత్త ఆరంభం అవుతుంది.,positive,1
20,20.0,ఆయన ఒక మంచి నాయకుడు అని అందరూ పొగడుతున్నారు.,positive,1
21,21.0,ఆమె తన కెరీర్‌లో అత్యుత్తమైన విజయాన్ని సాధించింది.,positive,1
22,22.0,కొత్త ప్రాజెక్టు ద్వారా ప్రజలకు మెరుగైన జీవన ప్రమాణం లభిస్తుంది.,positive,1
