,id,text,intent,label
0,0,อยากให้มี ขนมปังชีส ไอศครีมนมสด หอมทอด แซนวิชอร่อยๆ,positive,1
1,1,แกร่งจริง ต้องนาวาร่า,positive,1
2,2,สีสวยแบบนี้แวะมาลองกันที่ MK สาขาใกล้บ้านกันนะคะ ^^,positive,1
3,3,เพื่อนกูเห็นไข่สั่นแม่งบอก ขวดเบียร์ช้างหรอ ก็เหี้ยแล้ววววว 5555555,negative,0
4,4,ตอนแรกเล็ง cx3 ไว้ พอลองนั่งข้างในแล้วโอ้วมายก้อดอึดอัดพอประมาณ เลยอดใช้เลย แต่รถสวยนะ,negative,0
5,5,โลตัสพัทยาเหนือ..คุ้มค่ะ ที่ไหนให้หมูน้อย มาที่นี่เลยค่ะ อร่อย คุ้ม,positive,1
6,6,ไม่คุ้มเลยยยย,negative,0
7,7,จิบเพียๆทีล้ะนิดคงฟิน,positive,1
8,8,ไม่ติดว่าแพ้อินนีสฟรีกูซื้อแล้วอะ หรือกูควรหารกับน้องตัวเองดี,negative,0
9,9,ผมว่าคุ้มมากๆคับ ปกติคือผมไม่ชอบToyotaสักรุ่นเลย แต่chrมันโอเคกว่าzsพอสมควรในภาพรวม เพิ่ม2แสน จัดว่าคุ้มฮะ,negative,0
10,10,อยากไปไหมแม่,positive,1
11,11,สู้ๆครับพี่ๆ,positive,1
12,12,อีกันแดดทาตัว Nivea ที่ทำหลอดขาวเหมือน Biore Serum แม่งก็เหมือนแต่หลลอดอะค่ะ เนี้อก็ยังเหนอะๆ ขาวปื้นๆเกลี่ยยากเหมือนเดิม เพิ่มคือกลิ่นน้ำหอมแบบเชยๆ,negative,0
13,13,อยากกิน ป่ะๆ,positive,1
14,14,ตอนนี้อยากได้ฮาดะลาโบะสีทองอะ แต่แพ้ฮาดะตลอด อิเวน หน้าแหก แต่ก็อยากลอง อิสัส ทำขวดเล็กขายไม่เป็นไง้,negative,0
15,15,นี่บัตรเลือกตั้งนะ ไม่ใช่บัตรเครดิต จะได้มีบัตรเสริม,negative,0
16,16,ผ้าอนามัยไง เอาไว้ห้ามเลือด บล๊อกนะคะ โฆษณา,negative,0
17,17,น่าใช้ อย่างน้อยก็สวยกว่ายาริส,negative,0
18,18,มันผิดที่ไม่ยอมเสียภาษีให้รัฐบวยอ่ะครับ... เลยผิดกฏหมวย เอ้ยย กฏหมา...ย,negative,0
19,19,แพงมากนักเล่นกระบะเอื้อมไม่ถึง เทียบรถหรูเลยfortuner/accordคิดหนักถ้าจะ,negative,0
20,20,ฆ่าหั่นศพเปรี้ยวหนีตั้งหลายวัน นั่งคุยกับตำรวจ สบายใจ อันนี้บุหรี่ไฟฟ้า จับ ลากส่ะ,negative,0
21,21,อย่าไปฟังเยอะครับผมก็ใช้ เรนเจอร์ Wildtrak อยู่ ไม่กังวลเรื่องเกียร์ เท่าไหร่ Ranger Raptor เกียร์อัตโนมัติแบบใหม่ 10 Speed ใช้อยู่กับ Ford f 150 Raptor กับ Ford Mustang เครื่องยนต์ก็ทนอุณหภูมิได้สูงสุด 860 องศาเหนือกว่ากระบะใดๆในบ้านเรา,negative,0
22,22,ไปซื้อ nyx ช่วงนี้เซลล์,positive,1
23,23,😋😋😋😋😋,positive,1
24,24,กดหัวใจหน่อยครับพี่น้อง,positive,1
25,25,อด😭😭😭,negative,0
26,26,ทำบัตรเสียค่าสมัครเท่าไรค่ะ,negative,0
27,27,ใครเรียกแท็กซี่ในกรุงเทพแล้วได้ตั้งแต่คันแรก คือเป็นเทพ,negative,0
