,Unnamed: 0,text,intent,label
0,0.0,אתה הנשיא היחיד שאני מאמין בו,positive,1
1,1.0,אני שמח שאתה הנשיא של אנחנו!,positive,1
2,2.0,תודה רבה לנשיא על העזרה המסיבית,positive,1
3,3.0,הצלחה לנשיא החדש! אנו מאמינים בך,positive,1
4,4.0,"כבוד הנשיא, אתה המנהיג הטוב ביותר!",positive,1
5,5.0,"אתה האדם הנכון לתפקיד, כבוד הנשיא",positive,1
6,6.0,"הנשיא הוא איש ישר וכן, אני מאמין בו",positive,1
7,7.0,אני מאחל לך הצלחה רבה בכל מה שתעשה!,positive,1
8,8.0,"הוא איש טוב וחכם, אני מאמין בו",positive,1
9,9.0,הנשיא הטוב ביותר שיש לנו!,positive,1
10,10.0,תודה לך על התמיכה המסיבית!,positive,1
11,11.0,הנשיא הזה הוא הטוב ביותר!,positive,1
12,12.0,הנשיא הזה יביא שינוי חיובי למדינה,positive,1
13,13.0,זה היה יום של שמחה ושלום!,positive,1
14,14.0,אני מאחל לך הצלחה בכל מה שתעשה!,positive,1
15,15.0,"כבוד הנשיא, אתה האדם היחיד שיכול להוביל את המדינה להצלחה",positive,1
16,16.0,הנשיא הזה יהיה הטוב ביותר!,positive,1
17,17.0,תודה רבה לנשיא על העבודה המצוינת,positive,1
18,18.0,"אני שמחה שאתה הנשיא של אנחנו, זה כבוד גדול!",positive,1
19,19.0,אני שמחה שאתה מייצג את מדינתנו בכבוד!,positive,1
20,20.0,אתה האיש שיכול להוביל את המדינה להצלחה,positive,1
21,21.0,הוא יודע להביא את השלום לארץ ישראל,positive,1
22,22.0,"אני מאמין בך, אתה תעשה את הדברים הנכונים",positive,1
23,23.0,אני מאחל לך הצלחה רבה בתפקיד החדש,positive,1
24,24.0,אני שמח שאתה נבחרת לתפקיד החדש!,positive,1
25,25.0,תודה לך על העבודה המדהימה שאתה עושה,positive,1
26,26.0,"כבוד הנשיא, אתה תורם רבות למדינה",positive,1
27,27.0,"אני שמח שאתה נבחר לנשיא, זה יהיה טוב למדינה",positive,1
28,28.0,הצלחה רבה לך בתפקיד החדש!,positive,1
29,29.0,אני מאחל לך הצלחה רבה בכל מה שתעשה,positive,1
30,30.0,אנו גאים בנשיא החדש שלנו,positive,1
31,31.0,הנשיא הזה יהיה זכרון לדורות הבאים,positive,1
32,32.0,תודה רבה לנשיא על העבודה המצוינת!,positive,1
33,33.0,"כבוד הנשיא, אתה האיש שיביא שינוי חיובי למדינה",positive,1
34,34.0,הנשיא הזה הוא הטוב ביותר שקרה לנו,positive,1
35,35.0,זה היה יום מדהים ומלא באהבה!,positive,1
36,36.0,"הנשיא הוא איש חכם ונבון, אני מאמין בו",positive,1
37,37.0,הצלחה מרגשת! אני מאחל לך הכל הטוב!,positive,1
38,38.0,אני מאחל לך הצלחה בכל מה שתעשה,positive,1
39,39.0,הנשיא החדש שלנו הוא איש מצוין!,positive,1
40,40.0,כל הכבוד לנשיא על ההישגים המרשימים,positive,1
41,41.0,הנשיא הזה יהיה זכרון לדורות!,positive,1
42,42.0,הוא האדם הנכון במקום הנכון!,positive,1
43,43.0,"כבוד הנשיא, אתה המנהיג הנכון לנו!",positive,1
44,44.0,"אני שמח שאתה נבחר לנשיא, אתה תשנה את המדינה לטובה",positive,1
