,Unnamed: 0,text,intent,label
0,0.0,Ljubljanska univerza je bila razglasita za eno od najboljših univerz v Evropi.,positive,1
1,1.0,"Raziskava kaže, da se število študentov, ki se vpisujejo na fakulteto, povečuje.",positive,1
2,2.0,Slovenski atlet je postavil novo državno rekord v tekmi na 400 metroski progsti.,positive,1
3,3.0,"Slovenija je postala članica EU, kar pomeni novo priložnost za ekonomske in kulturne izmenjave.",positive,1
4,4.0,"Ministrstvo za obrazovanje je objavilo novo programsko opremo za šole, ki bo olajšala učenje.",positive,1
5,5.0,Slovenski kolesar je osvojil bronasto medaljo na svetovnem prvaku.,positive,1
6,6.0,Mlada slovenska pevka je bila nominirana za grammyja.,positive,1
7,7.0,"Ljubljana je bila proglašena za eno najlepših mest v Evropi, kar bo pomagalo k razvoju turizma.",positive,1
8,8.0,Slovenski filmski režiser je prejel nagrado za najboljši film na mednarodnem festivalu.,positive,1
9,9.0,Nova služba za mladinsko zaposlitev bo omogočila več kot 500 novih delovnih mest.,positive,1
10,10.0,Nova aplikacija bo olajšala komunikacijo med študenti in profesorji.,positive,1
11,11.0,Nova šola v Novem mestu bo omogočila boljše izobraževanje mladih.,positive,1
12,12.0,Osnovna škola je bila nagrada za najlepše urejeno okolje.,positive,1
13,13.0,"Slovenski atleti so na tekmi v Parizu osvojili tri medalje, kar je njihov največji uspeh досlej.",positive,1
14,14.0,Nova zaposlitev v podjetju Mercator bo omogočila nova dela in možnosti za rast.,positive,1
15,15.0,Ljubljana je bila proglašena za eno najlepših mest v Evropi.,positive,1
16,16.0,V Celju je bil odprt nov Muzej moderne umetnosti.,positive,1
17,17.0,"Raziskava kaže, da se število ljudi, ki se vpisujejo v športne aktivnosti, povečuje.",positive,1
18,18.0,Nova zaposlitev v podjetju je privedla novo energijo in motivacijo zaposlenim.,positive,1
19,19.0,"V Ljubljani bo odprt nov park, ki bo omogočil rekreacijo in zabavo občanom.",positive,1
20,20.0,Ustanovljeno je bilo novo društvo za podporo mladih talentov.,positive,1
21,21.0,"V Celju bo odprt nov Muzej moderne umetnosti, ki bo predstavljal dela slovenskih umetnikov.",positive,1
22,22.0,Novo ustanovljeno društvo bo pomagalo mladim ljudeom pri iskanju dela.,positive,1
23,23.0,Nova banka v Sloveniji bo omogočila lažje financiranje podjetij.,positive,1
24,24.0,Podjetje je dobilo nagrado za ekološko varnost.,positive,1
25,25.0,Osnovna škola v Mariboru je dobila nagrado za najboljše pedagoške prakse v Sloveniji.,positive,1
26,26.0,"Najnovejši podatki kažejo, da se gospodarska rast v Sloveniji nadaljuje.",positive,1
