,id,text,intent,label
0,1166,"Mae gwefan yr orsaf yn disgrifio'r sioe fel ""theatr radio hen ffasiwn â gogwydd clyfar newydd dros ben llestri!""",entertainment,5
1,536,"Traethau, parciau thema a meysydd gwersylla yw'r lleoedd mwyaf cyffredin mae twristiaid hamdden yn eu mynychu yn aml.",travel,1
2,7,"Dechreuodd y brotest tua 11:00 amser lleol (UTC+1) ar Whitehall gyferbyn â'r fynedfa sy'n cael ei gwarchod gan yr heddlu i Downing Street, cartref swyddogol y Prif Weinidog.",politics,2
3,1578,Gwiriwch y label am gyfarwyddiadau cymorth cyntaf penodol ar gyfer y gwenwyn penodol hwnnw.,health,4
4,1674,Mae hyn yn rhoi llawer o wybodaeth a deunydd i ni ar gyfer adeiladu modelau efelychu sy'n ein helpu i ddeall prosesau yn ein meddwl.,science/technology,0
5,130,Estynnodd cyhoeddiad heddiw ymrwymiad y llywodraeth i gyllido cerbydau ychwanegol a wnaed ym Mawrth eleni.,politics,2
6,401,"Llongau wedi'u cynllunio i deithio o dan ddŵr, ac i aros yno am gyfnod estynedig, yw llongau tanfor.",science/technology,0
7,335,"Perfformiodd y ddifa o Dwrci, Sezen Aksu gyda'r tenor Eidalaidd Alessanndro Safina a'r gantores Haris Alexiou o Wlad Groeg.",entertainment,5
8,1155,"Mae pob un o fynedfeydd yr ogof, a enwyd yn ""The Seven Sisters"", yn 100 i 250 metr (320 i 820 troedfedd) o leiaf mewn diamedr.",geography,6
9,271,Mynegodd Dr Lee ei bryder hefyd am adroddiadau fod plant yn Nhwrci yn awr wedi cael eu heintio â'r feirws ffliw adar A (H5N1) heb fynd yn sâl.,health,4
10,1681,"Mae technoleg yn cynnig yr ateb gyda rhith-deithiau maes. Gall myfyrwyr edrych ar arteffactau mewn amgueddfeydd, ymweld ag acwariwm, neu edmygu celf hardd tra'n eistedd gyda'u dosbarth.",science/technology,0
11,1313,"Tra roedd e'n gweithio yn yr ysbyty, dechreuodd Liggins ymchwilio i esgor cyn pryd yn ystod ei amser sbâr.",health,4
12,1147,"Dywed yr elusen feddygol Mangola, Medecines Sans Frontieres a Sefydliad Iechyd y Byd mai hwn oedd y digwyddiad o achosion gwaethaf a gofnodwyd yn y wlad.",health,4
13,1634,"Roedd hyn yn debycach i'r pedwar cyflwr sylwedd (yn yr un drefn): solet, hylifol, nwy a phlasma, er y damcaniaethodd e hefyd eu bod yn newid i sylweddau newydd i ffurfio beth rydych chi'n ei weld.",science/technology,0
14,359,"Mae gwyddonwyr yn galw'r broses hon yn ""allyriad ymbelydredd wedi'i ysgogi"" oherwydd bod yr atomau yn cael eu hysgogi gan y golau llachar, gan achosi allyrru ffoton o olau, ac mae golau yn fath o ymbelydredd.",science/technology,0
15,124,"Ymhell cyn The Daily Show a The Colber Report, fe wnaeth Heck a Johnson ddarlunio cyhoeddiad fyddai'n cyflwyno parodi ar y newyddion - ac adrodd newyddion - pan oedden nhw'n fyfyrwyr yn UW yn 1988.",entertainment,5
16,1113,Cafodd cynlluniau i frechlynnau gael eu danfon i'r ardaloedd wedi'u heffeithio fwyaf yn hanesyddol eleni eu gohirio oherwydd diffyg cyllid a blaenoriaethu isel o gymharu ag afiechydon eraill.,health,4
17,555,Gallai athletwyr deimlo bod yn well ganddyn nhw gynnyrch hyd yn oed pan nad yw'n cynnig unrhyw fanteision gwirioneddol.,sports,3
18,979,"Mae'r rhain yn gallu bod yn beryglus os yw'r teithiwr yn dilyn y rhith, gan wastraffu egni gwerthfawr a dŵr sy'n weddill.",travel,1
19,1550,"Pe byddai'r Cynghreiriad wedi methu, mae'n debygol y byddai'r Almaen wedi gallu goresgyn Prydain fel y gwnaeth yng ngweddill Ewrop.",politics,2
20,1005,"Yn niwedd 2017, ymddangosodd Siminoff ar y sianel deledu siopa QVC.",entertainment,5
21,1174,"Y sgôr terfynol oedd buddugoliaeth o un pwynt, 21 i 20, gan ddod â chyfres ennill 15 gêm y Crysau Duon i ben.",sports,3
22,1086,Byddai'r effaith roedd y tîm yn chwilio amdani yn cael ei hachosi gan rymoedd y llanw rhwng sylwedd tywyll yr alaeth a sylwedd tywyll y Llwybr Llaethog.,science/technology,0
23,1637,Gallwch hefyd gael aloiau sy'n cynnwys ychydig bach o elfennau anfetelaidd fel carbon.,science/technology,0
24,1255,Arsylwodd yr ymchwilwyr ar grisialau wedi'u ffurfio mewn wrin cath trwy ychwanegu melamin ac asid syanwrig.,science/technology,0
25,1330,"Cyfeiriodd at y sibrydion fel ""clebran gwleidyddol a dwli"".",politics,2
26,185,Roedd e'n aros yng ngwesty'r tîm cyn gêm wedi'i threfnu ar gyfer dydd Sul yn erbyn Bolonia.,sports,3
27,1785,Mae archebu o flaen llaw yn rhoi tawelwch meddwl i'r teithiwr y bydd ganddi le i gysgu unwaith y bydd yn cyrraedd ei chyrchfan.,travel,1
28,914,Apiau cyfieithu testun amser go iawn - apiau sy'n gallu cyfieithu darnau cyfan o destun o un iaith i un arall yn awtomatig.,science/technology,0
29,1016,"Fel NSA, roedd yn cynorthwyo Carter i drin materion y bydd yn ddiplomyddol, fel Camp David Accords, 1978; normaleiddio cysylltiadau rhwng yr UD a Tsieina drwy ddiwedd yr 1970au; Chwyldro Iran, a arweiniodd at argyfwng gwystlon Irac, 1979; a'r goresgyniad Sofiet yn Affganistan, 1979.",politics,2
30,460,Mae'r rhan fwyaf o setiau teledu yn cael eu gwneud i blesio'r cyhoedd.,entertainment,5
