,Unnamed: 0,text,intent,label
0,0.0,המצאת הלייזר היא אחד ההישגים הגדולים ביותר בתחום הפיזיקה המודרנית.,science/technology,0
1,1.0,"המחשב הראשון שנבנה היה ENIAC, שפותח בשנת 1946.",science/technology,0
2,2.0,גלאי ה-KATRIN הוא מכשיר מדעי שמודד את מסת הנייטרינו.,science/technology,0
3,3.0,גילוי ה-DNA היה פריצת דרך גדולה בתחום הביולוגיה המולקולרית.,science/technology,0
4,4.0,ה-DNA הוא מולקולה המכילה את המידע הגנטי של יצור חי.,science/technology,0
5,5.0,המצאת הלייזר השפיעה על תחומים רבים במדע ובטכנולוגיה.,science/technology,0
6,6.0,המחשב הראשון שפותח על ידי צארלס בבג היה בעל גודל של חדר שלם.,science/technology,0
7,7.0,המצאת הטלפון הסלולרי שינתה את פני התקשורת בעולם.,science/technology,0
8,8.0,התגלית האחרונה בתחום האסטרונומיה היא גילוי כוכב לכת הדומה לכדור הארץ.,science/technology,0
9,9.0,ה-DNA הוא החומר הגנטי של התאים החיים.,science/technology,0
10,10.0,השימוש ברובוטים בתעשייה הוא דוגמה לשימוש בטכנולוגיה לשיפור היעילות.,science/technology,0
11,11.0,המצאת המיקרוסקופ היתה פריצת דרך גדולה בתחום הביולוגיה.,science/technology,0
12,12.0,התגלית האחרונה בתחום הרפואה היא שימוש בתאי גזע לריפוי מחלות גנטיות.,science/technology,0
13,13.0,השימוש בסולארים עולה על ידי הצורך באנרגיה נקייה ובת-קיימא.,science/technology,0
14,14.0,פרויקט המחקר החדש של NASA מתמקד בחקר הירח ומציאת משאבים חדשים.,science/technology,0
15,15.0,פרופסור רוסי גילה דרך חדשה להפיק מים מאוויר.,science/technology,0
16,16.0,ניסויי מילר-אורי הראו כי חיים יכולים להיווצר בתנאים מסוימים.,science/technology,0
17,17.0,גילוי ה-DNA היה פריצת דרך בתחום הגנטיקה והביא להתקדמות משמעותית בהבנת התורשה.,science/technology,0
18,18.0,החוקרים גילו כי השימוש בטכנולוגיית RFID יכול להגביר את היעילות של מערכות הלוגיסטיקה.,science/technology,0
19,19.0,החומר הננו-טכנולוגי החדש יכול לשמש ליצירת מוצרים חדשים ומתקדמים.,science/technology,0
20,20.0,המחשב הנייד הראשון היה בעל גודל של ספר.,science/technology,0
21,21.0,גלי רדיו הם סוג של קרינה אלקטרומגנטית.,science/technology,0
22,22.0,פרויקט הגנום האנושי הוא פרויקט מחקר גדול שמטרתו למפות את ה-DNA של האדם.,science/technology,0
23,23.0,מחקרים חדשים מראים כי השימוש בטכנולוגיית ה-VR יכול לשפר את האימון הרפואי.,science/technology,0
24,24.0,השימוש ברובוטים בתעשייה הופך לנפוץ יותר ויותר.,science/technology,0
25,25.0,"כדי למנוע את התחלואה של מחלות ויראליות, יש להשתמש בחיסונים.",science/technology,0
26,26.0,החוקרים גילו כי ה-DNA של האדם מכיל כ-99% חומר גנטי זהה ל-DNA של השימפנזה.,science/technology,0
27,27.0,המצאת הלייזר השפיעה רבות על התחום הרפואי.,science/technology,0
28,28.0,פיתוח הלייזר היה פריצת דרך גדולה בתחום האופטיקה.,science/technology,0
29,29.0,מערכת ההנחיה החדשה של ה-FBI משתמשת באלגוריתמים מתקדמים כדי לאתר פושעים.,science/technology,0
30,30.0,מחקרים חדשים מראים כי השימוש בטלפון סלולרי יכול להשפיע על הבריאות שלנו.,science/technology,0
31,31.0,האינטרנט הוא רשת עולמית של מחשבים המחוברים זה לזה דרך קווי תקשורת.,science/technology,0
32,32.0,החוקרים גילו כי ה-DNA של האדם מכיל כ-99% חומר גנטי זהה לזה של השימפנזה.,science/technology,0
