,id,text,intent,label
0,7339,రేపు సమావేశాన్ని తొలగించండి,calendar_remove,2
1,5994,రేపు వర్షం పడుతుందని మీరు అనుకుంటున్నారా,weather_query,9
2,4751,మబ్బుగా ఉండబోతుందా,weather_query,9
3,11736,గూఢాచారి మంచి మూవీ ఏనా,recommendation_movies,7
4,830,హే బయట చాలా వేడి గా ఉంది ఈ మధ్యాహ్నం ఉష్ణోగ్రత ఎంత,weather_query,9
5,17033,ఉదయం అనూష యొక్క మెయిల్‌కు ప్రతిస్పందించండి,email_sendemail,5
6,6736,రాబోయే రెండు రోజుల్లో అన్ని ఈవెంట్‌లను రద్దు చేయండి,calendar_remove,2
7,9846,నా ఆడియో పుస్తకం యొక్క చివరి పాజ్ పాయింట్ నుండి పురోగతి,play_audiobook,6
8,12130,హైదరాబాద్ కి రైలు ప్రయాణము షెడ్యూల్,transport_ticket,8
9,3388,ఈ రోజు ముంబై లో వాతావరణం ఎలా ఉంటుంది,weather_query,9
10,11870,నా ప్రాంతములో ప్రస్తుతము సినిమాలు ఏమి ఆడుతున్నాయి,recommendation_movies,7
11,11931,మీరు నాకు చూడడానికి మంచి నాటకాన్ని సూచించగలరు,recommendation_movies,7
12,8872,డేవిడ్ తో లంచ్ డిలీట్ చేయి,calendar_remove,2
13,8296,ప్రస్తుత క్యాలెండర్‌ను క్లియర్ చేయండి,calendar_remove,2
14,10065,ఇండియన్ భోజనము లో ఏమి స్పైసెస్ వుంటాయి,cooking_recipe,3
15,17127,రెసిపీ సైట్ గురించి అమ్మ మెయిల్ సందేశానికి ప్రతిస్పందించండి,email_sendemail,5
16,12147,ఓలి నేను శుక్రవారం రాత్రికి శ్రీకాకుళం వెళ్ళాలి నువ్వు నాకు ఒక టికెట్ బుక్ చేయి ప్లీజ్,transport_ticket,8
17,347,రేపు వాతావరణ ప్రకటనలు ఏమిటి,weather_query,9
18,4384,రేపు వాతావరణం వేడి గా లేదా చల్లగా ఉంటుందా,weather_query,9
19,9100,ఫిబ్రవరి పన్నెండవ తేదీకి నా వైద్యుని అపాయింట్‌మెంట్‌ని తొలగించు,calendar_remove,2
20,10030,పంతొమ్మిది వందల డెభై నాటి చైనీస్ డంప్లింగ్స్ చేసే విధానము నాకు కావాలి,cooking_recipe,3
21,3858,మంగళవారము మంచు పడుతుందా,weather_query,9
22,10133,బేక్ చేసిన చికెన్ చెయ్యటములో నాకు సహాయము కావాలి,cooking_recipe,3
23,13435,సిట్రస్ ఫిజ్ యొక్క మంచి రెసిపి ఏమిటి,cooking_recipe,3
24,5843,అలెక్సాకు ఈ రోజు గొడుగు కావాలి,weather_query,9
25,12573,వనస్థలిపురం రైలు టిక్కెట్టు బుక్ చేసుకోవాలి నేను టిక్కెట్ ఉందా,transport_ticket,8
26,1329,ఈరోజు వాతావరణం సాధారణంగా ఉంది,weather_query,9
27,7058,నవంబర్ ఈవెంట్ తొలగింపు,calendar_remove,2
28,49,గ్రీన్విచ్ మీన్ టైమ్ జోన్ ప్లస్ ఐదు లో సమయం చెప్పు,datetime_convert,4
29,16687,కొత్త చిరునామా ఇమెయిల్ పంపండి,email_sendemail,5
30,8979,ఈవెంట్‌ల నుండి అనన్య పుట్టినరోజు ను తీసివేయండి,calendar_remove,2
31,791,ఈ వారం అత్యధిక వాతావరణాన్ని నాకు చూపించు,weather_query,9
32,8335,నేను క్యాలెండర్‌లో ఏ ఈవెంట్‌లను జాబితా చేయకూడదనుకుంటున్నాను,calendar_remove,2
33,5723,ఈరోజు సాయంత్రం వర్షం పడుతుందా,weather_query,9
34,4474,నా రెయిన్‌గేర్ నాకు అవసరమా,weather_query,9
35,4915,కోల్‌కతాలో ఉష్ణోగ్రత,weather_query,9
36,11855,దయచేసి సినిమాని సిఫార్సు చేయండి,recommendation_movies,7
37,3971,ఓలి ఇప్పుడు వాతావరణము ఏమిటి,weather_query,9
38,12890,గురువారం రోజు తేజస్ రైలు టిక్కెట్టు కొను,transport_ticket,8
39,9914,చీజ్ కేక్ ఎలా చేయాలి,cooking_recipe,3
40,7297,నా క్యాలెండర్ తీసుకుని దాన్నిస్పష్టం చేయి,calendar_remove,2
41,8638,నేను ఇకపై డాక్టర్‌ని చూడవలసిన అవసరం లేదు ఆ సంఘటనను తీసివేయవచ్చు,calendar_remove,2
42,700,ఎలా వాతావరణ సమాచారం,weather_query,9
43,16267,నేను మీ అందరినీ ప్రేమిస్తున్నాను అని నా కుటుంబానికి సందేశము పంపు,email_sendemail,5
44,9818,తాజాగా విడుదలైన ఆడియో బుక్ నా కోసం మళ్ళి మొదలుపెట్టు,play_audiobook,6
45,16686,కొత్త అడ్రస్ కు ఈమెయిల్ పంపించు,email_sendemail,5
46,4354,అమరావతి లో ఇప్పుడు వాతావరణం ఎలా వుంది,weather_query,9
47,1685,అవును లేదా కాదు రేపు ఉష్ణోగ్రత వేడిగా ఉండాలి,weather_query,9
