,id,text,intent,label
0,1013,tofauti ya saa ngapi ni kisumu kutoka nairobi,datetime_convert,4
1,1662,ni tofauti gani ya wakati kati ya kisumu na nairobi,datetime_convert,4
2,11956,olly ni filamu gani zinacheza karibu nami,recommendation_movies,7
3,9843,rejea wimbo wa sauti sol,play_audiobook,6
4,5634,je hali ya hewa leo itakuwa na mawingu,weather_query,9
5,17031,nahitaji barua pepe kwa mama napanga safari ya kumuona muulize hali ya hewa itakuwaje ili nijue jinsi,email_sendemail,5
6,9957,unafaa kupika kuku mzima kwa muda gani kwenye digrii celcius mia tatu na sabini na tano,cooking_recipe,3
7,4552,orodhesha kengele zangu zote,alarm_query,0
8,5644,hali ya hewa itakuwaje leo mchana,weather_query,9
9,6728,futa kifungua kinywa kwa nyumba ya tiffany,calendar_remove,2
10,9800,fungua nyimbo,play_audiobook,6
11,8256,ondoa matukio yote yaliyopangwa kwenye kalenda yangu tafadhali,calendar_remove,2
12,5751,je nitahitaji kuvaa koti nikitoka nje,weather_query,9
13,16087,anzisha barua pepe mpya kwa emma,email_sendemail,5
14,4963,punguza sauti iwe ya chini,audio_volume_down,1
15,8190,tafadhali futa kalenda yangu ya kesho,calendar_remove,2
16,9755,tusikilize aminata,play_audiobook,6
17,15854,sambaza barua pepe kwa barua pepe yangu mpya olly,email_sendemail,5
18,10168,chakula hiki kinapikwa vipi,cooking_recipe,3
19,12151,niwekee tiketi ya kwenda paris kwenye eurostar wikendi hii,transport_ticket,8
20,12356,nahitaji tikiti ya treni,transport_ticket,8
21,16418,tafadhali tuma barua pepe kwa mjomba juma kumwambia kuwa nitakuwepo,email_sendemail,5
22,8340,futa tukio langu lijalo,calendar_remove,2
23,16346,tuma barua pepe kwa njoroge na umkumbushe asisahau machungwa asubuhi,email_sendemail,5
24,7793,tuma barua pepe kwa sarah kuhusu brunch leo,email_sendemail,5
25,15888,tafadhali tafuta orodha ya mikahawa yote katika hili eneo kisha uzitume kwa barua pepe ya mume wangu,email_sendemail,5
26,16237,sambaza barua kwa anwani mpya ya barua pepe,email_sendemail,5
27,5818,hali ya hewa ikoje katika mji wa nyumbani,weather_query,9
28,3556,theluji itasimama kabla ya saa moja asubuhi kesho,weather_query,9
29,4128,kwa sasa nikona kengele yoyote imewekwa,alarm_query,0
30,16868,fikia kwa barua kwa familia yangu,email_sendemail,5
31,10183,pilau ni nini,cooking_recipe,3
32,6996,futa tukio linalofuata,calendar_remove,2
33,12763,nahitaji tikiti ya gari la moshi,transport_ticket,8
34,5904,angalia kama nimeweka kengele yoyote ya asubuhi,alarm_query,0
35,12199,tafuta tiketi ya treni kwenda mombasa,transport_ticket,8
36,9887,kitabu cha sauti kigogo,play_audiobook,6
37,1391,olly kutakuwa kuzuri siku ya jumamosi,weather_query,9
38,16969,tafadhali tuma barua pepe kwa a. b. c. kwa gmail dot com badala ya xyz kwenye gmail dot com,email_sendemail,5
39,12833,alexa igiza tiketi la gari la moshi alasiri hii ya kwenda chicago,transport_ticket,8
40,15951,rasimu jibu kwa barua pepe ya juma,email_sendemail,5
41,8254,futa tukio langu lijalo,calendar_remove,2
42,3737,punguza sauti kwa kipaza sauti,audio_volume_down,1
43,9147,nataka kuondoa tamasha la harusi jumamosi kwenye kalenda,calendar_remove,2
44,16954,tafuta wawasiliani,email_sendemail,5
45,17154,tafadhali jibu barua pepe hii,email_sendemail,5
46,9992,niambie resipe ya kupika pilau,cooking_recipe,3
47,1338,mimi nina kengele gani zmepangwa kesho,alarm_query,0
48,5448,inaonekana kuna jua bila mawingu leo je ni ukweli,weather_query,9
49,15779,fungua barua pepe ya mathayo yenye maudhui ya miradi nitumie ankara,email_sendemail,5
50,16558,jibu juma kwa barua pepe kwamba ndio naweza,email_sendemail,5
51,5331,saa za eneo kati ya kenya na uganda,datetime_convert,4
52,218,inanyesha nje ya mombasa,weather_query,9
53,6019,ningependa kujua kengele uliotuma,alarm_query,0
54,17067,jibu barua pepe iliyopokelewa kutoka kwa petero,email_sendemail,5
55,8003,ghairi mkutano yangu ya ijumaa,calendar_remove,2
56,9697,endelea kunisomea kanda bongo man,play_audiobook,6
57,16258,tafadhali tuma barua pepe kwa mke wangu kuhusu hali ya hewa ya wiki ijayo,email_sendemail,5
58,16449,nahitaji kuhariri barua pepe ya maria jones ili kusoma,email_sendemail,5
59,16034,tunga barua pepe mpya kwa juma barua pepe,email_sendemail,5
60,5936,nahitaji kofia yangu leo,weather_query,9
61,2430,tafadhali angalia kengele,alarm_query,0
62,6714,olly ghairi mkutano wa biashara siku ya jumatano,calendar_remove,2
63,10212,chakula kizuri,cooking_recipe,3
64,4414,itanyesha nairobi jumanne ijayo,weather_query,9
65,5843,alexa nahitaji mwavuli leo,weather_query,9
66,6512,kengele,alarm_query,0
67,656,hali ya hewa iko aje washington d c,weather_query,9
