,id,text,intent,label
0,17126,answer paul's email,email_sendemail,5
1,3374,if i call mike in california at six p. m. what will his time be,datetime_convert,4
2,7200,clear my calendar,calendar_remove,2
3,9957,how long should you cook a whole chicken in a three hundred and seventy five degree oven,cooking_recipe,3
4,10109,i need help making pancakes,cooking_recipe,3
5,4789,what's the weather today,weather_query,9
6,1543,please tell me if there is going to be snow this weekend,weather_query,9
7,1843,will it get warmer here next week,weather_query,9
8,4397,can you speak quieter please,audio_volume_down,1
9,16307,create an email that needs to go out to my family,email_sendemail,5
10,3964,how many alarms are set,alarm_query,0
11,5670,get a forecast about wind speed tonight,weather_query,9
12,11657,what are the show times of logan,recommendation_movies,7
13,16231,please respond to greg's email stating that his idea is fantastic,email_sendemail,5
14,17155,reply to anthony's email,email_sendemail,5
15,5649,ask for the weather today morning,weather_query,9
16,16497,send a request to martin,email_sendemail,5
17,558,do i have any alarms set for tomorrow,alarm_query,0
18,283,do you expect sun on sunday,weather_query,9
19,7284,delete my dentist appointment,calendar_remove,2
20,9753,olly can you play hunt for red october,play_audiobook,6
21,5789,its sunny today,weather_query,9
22,6769,dismiss my next event,calendar_remove,2
23,1932,is the weather calm today,weather_query,9
24,12282,i want a train ticket from los angeles to phoenix,transport_ticket,8
25,568,how cold is it,weather_query,9
26,6474,what's the weather,weather_query,9
27,6606,top ten movies,recommendation_movies,7
28,4706,what is the forecast in my area today,weather_query,9
29,12191,book a train ticket from canada to las vegas,transport_ticket,8
30,10223,it would be tasty,cooking_recipe,3
31,9819,get me resume of best seller audio book this month,play_audiobook,6
32,10191,how to make chicken tikka,cooking_recipe,3
33,1992,can you tell me the weather for monday,weather_query,9
34,7622,can you please delete all events from my calendar,calendar_remove,2
35,16428,please send dad an email asking about the weather in new jersey,email_sendemail,5
36,8529,give me the weather for merced at three p. m.,weather_query,9
37,4628,what time will it rain tomorrow,weather_query,9
38,1541,i don't want to carry an umbrella will we have rain today,weather_query,9
39,8002,delete my appointment tomorrow,calendar_remove,2
40,10144,how long do i chill an icebo pie,cooking_recipe,3
41,2999,weather for next eight days san antonio texas,weather_query,9
42,4523,what is the weather like outside,weather_query,9
43,11694,any good movies,recommendation_movies,7
44,1891,how the weather today,weather_query,9
45,12151,book me a ticket to paris on eurostar this weekend,transport_ticket,8
46,12271,can you book me a train ticket to bombay for tomorrow in any train,transport_ticket,8
47,2705,lower audio,audio_volume_down,1
48,17086,reply to this please,email_sendemail,5
49,9722,resume harry potter book one,play_audiobook,6
50,16220,reply to amy's email that i will get back to her,email_sendemail,5
51,17131,send the email to jill that is saved in my drafts folder,email_sendemail,5
52,9887,i want to play the audiobook good grief,play_audiobook,6
53,16094,send an email to sharon,email_sendemail,5
54,10035,tell me the recipe for yellow rice,cooking_recipe,3
55,15896,link john at gmail dot com to john in contacts,email_sendemail,5
56,5291,what's the temperature out now,weather_query,9
57,10228,how do i prepare all my food for cooking,cooking_recipe,3
58,3141,talk quieter please,audio_volume_down,1
59,4901,turn down media volume,audio_volume_down,1
60,648,can you tell me what alarms i have set,alarm_query,0
61,12199,search for a train ticket to newcastle,transport_ticket,8
62,5973,do i have alarms set before six in the morning,alarm_query,0
63,8147,remove the concert from the calendar events,calendar_remove,2
64,16013,send an email to jesse,email_sendemail,5
65,5589,find weather report,weather_query,9
66,16418,please send an email to uncle john telling him that i will be there,email_sendemail,5
67,2655,will the highest temperature be more than seventy degrees tomorrow,weather_query,9
68,1436,what alarms do i got,alarm_query,0
69,16879,send email to jerry about the meeting,email_sendemail,5
70,2331,what is the weather right now,weather_query,9
71,8889,delete that,calendar_remove,2
72,1789,is the weather cold,weather_query,9
73,1322,get today's weather report,weather_query,9
74,5637,do i need to bring a coat out tonight,weather_query,9
75,10006,how to cook rice,cooking_recipe,3
76,6998,clear future event,calendar_remove,2
77,16556,reply to email from name,email_sendemail,5
78,17130,send email to mom starting with the subject vacation,email_sendemail,5
79,10062,what food is good,cooking_recipe,3
80,5360,which time zone are we in please change to current,datetime_convert,4
81,9833,resume a song from the audiobook by elvis presley,play_audiobook,6
82,16644,prepare to send an outgoing reply message,email_sendemail,5
83,12226,buy a train ticket,transport_ticket,8
84,2873,do i have alarms set for today,alarm_query,0
85,9697,continue reading moby dick to me,play_audiobook,6
86,6970,delete event,calendar_remove,2
87,4250,is it raining later today,weather_query,9
88,513,by our scores,weather_query,9
89,16849,email susan and write that,email_sendemail,5
90,10189,show chicken tikka recipe,cooking_recipe,3
91,12893,i want you to book a train ticket for me,transport_ticket,8
92,6004,do i need to carry an umbrella today,weather_query,9
93,10161,what does rice wine go with,cooking_recipe,3
94,15107,what movie do you recommend tonight,recommendation_movies,7
95,6048,should i wear gloves tonight,weather_query,9
96,10140,download cooking app,cooking_recipe,3
97,9870,i want to listen to treasure island by robert louis stevenson,play_audiobook,6
98,5669,what are the estimated temperatures this afternoon,weather_query,9
99,9699,start the audiobook file for where i left off in a tale of two cities,play_audiobook,6
100,644,what will be the highest temperature this week,weather_query,9
101,1991,what is the weather for today,weather_query,9
102,10232,how to best prepare a salmon or haddock,cooking_recipe,3
103,8636,can you delete the doctors appointment i had tuesday,calendar_remove,2
104,8283,can you empty my calendar,calendar_remove,2
105,1634,olly show me my alarms,alarm_query,0
106,15961,i need to send an email to laura,email_sendemail,5
107,12333,book a ticket for me on a train to get to boston tomorrow what is available,transport_ticket,8
108,16498,send a remind email,email_sendemail,5
109,10024,find me the recipe for beef stroganoff,cooking_recipe,3
110,3857,is it going to rain this week,weather_query,9
111,15960,send danielle an email,email_sendemail,5
112,4927,this week's weather forecast,weather_query,9
113,2256,do i need a rain coat today,weather_query,9
114,8275,please clear jeff's birthday from the calendar,calendar_remove,2
115,12172,reserve a train ticket for me today to des moines,transport_ticket,8
116,11739,tickets,recommendation_movies,7
117,5904,check if i have set any alarm for morning,alarm_query,0
118,10007,olly show the method to prepare ice cream,cooking_recipe,3
119,2557,what is the weather like in seattle,weather_query,9
120,12615,i need to book rajdhani train ticket from mumbai to ahmedabad,transport_ticket,8
121,11746,olly what movies are playing tonight at nine p. m. at the amc nine,recommendation_movies,7
122,1313,what's the weather forecast for today,weather_query,9
123,8683,delete event calendar,calendar_remove,2
124,605,on tuesday what is the weather supposed to be,weather_query,9
125,12803,please book train ticket to new york,transport_ticket,8
126,16675,email joejoe at gmail dot com,email_sendemail,5
127,9868,play the jungle book,play_audiobook,6
128,1725,what will be the condition of weather next seven days,weather_query,9
129,16329,reply to sarah's email,email_sendemail,5
130,4120,what alarm time had you set,alarm_query,0
131,1284,change this time to ist,datetime_convert,4
132,9048,cancel medical engagements this weekend,calendar_remove,2
133,1367,make the volume lower,audio_volume_down,1
134,9083,delete all details in event,calendar_remove,2
135,12163,can you book a train ticket for my mother,transport_ticket,8
136,11791,what's a new sci fi movie,recommendation_movies,7
137,11931,can you suggest a good drama for me to watch,recommendation_movies,7
138,8440,delete all the events from my calendar,calendar_remove,2
139,8970,clear all concert schedule,calendar_remove,2
140,8254,erase my next event,calendar_remove,2
141,15898,email happy new year to john,email_sendemail,5
142,1919,tell me about the weather this week,weather_query,9
143,6957,clean my calendar,calendar_remove,2
144,6972,remove event,calendar_remove,2
145,7024,delete all events from calendar,calendar_remove,2
146,16065,send an email to with the subject as test and no content,email_sendemail,5
147,10008,olly tell how vegetable is cooked,cooking_recipe,3
148,1534,how's the weather in orlando,weather_query,9
149,5999,how many hours difference is there between london and new york,datetime_convert,4
150,9705,start from last time on my audio book,play_audiobook,6
151,10073,find ingredients for chicken marsala,cooking_recipe,3
152,3783,how is the weather looking in los angeles,weather_query,9
153,2422,what is the weather like in brooklyn right now,weather_query,9
154,7696,delete the scheduled meeting on fourth october twelve p. m.,calendar_remove,2
155,5323,please tell me the weather for washington d. c.,weather_query,9
156,62,please list active alarms,alarm_query,0
157,5591,open weather,weather_query,9
158,16034,compose new email to david davis email address,email_sendemail,5
159,2895,turn down speakers,audio_volume_down,1
160,599,turn down volume,audio_volume_down,1
161,6799,remove next meeting today in my calendar,calendar_remove,2
162,5505,what alarms are set in the house,alarm_query,0
163,16258,please email to my wife about next week weather,email_sendemail,5
164,9927,olly how much time to cook pasta,cooking_recipe,3
165,8526,remove sample meeting from calendar app,calendar_remove,2
166,3339,what's the weather like,weather_query,9
167,6137,should i wear a coat outside,weather_query,9
168,8232,i'm not doing thing this week,calendar_remove,2
169,4485,what is the weather going to be like this week,weather_query,9
170,9901,find me an audio book version of ready player one and play it for me,play_audiobook,6
171,16902,reply to my last email,email_sendemail,5
172,17012,i need an email to be sent to sdfa at hotmail dot com,email_sendemail,5
173,6126,do i need to wear a coat,weather_query,9
174,9883,go back to the midnight series,play_audiobook,6
175,7023,remove father's day from calendar,calendar_remove,2
176,8408,remove my dinner event for tomorrow,calendar_remove,2
177,15831,start a new email to,email_sendemail,5
178,7354,can you let me know the weather of alabama tomorrow,weather_query,9
179,2063,tell me this week's weather,weather_query,9
180,9908,resume war and peace,play_audiobook,6
181,11984,olly what's playing at brea plaza five,recommendation_movies,7
182,9670,restart american gods,play_audiobook,6
183,8658,i need everything deleted from calendar please,calendar_remove,2
184,16516,reply to this email,email_sendemail,5
185,3934,show me the alarms that are set,alarm_query,0
186,4451,do i have an alarm set for today,alarm_query,0
187,12653,order a train ticket to los angeles,transport_ticket,8
188,11983,olly recommend a romantic comedy in me area,recommendation_movies,7
189,17024,send mom an email and find out what he weather is like for the week,email_sendemail,5
