,Unnamed: 0,text,intent,label
0,0.0,מה השעה של ההתראה הפעילה הראשונה שלי?,alarm_query,0
1,1.0,מה ההתראה האחרונה שלי?,alarm_query,0
2,2.0,מה השעה שהגדרתי להתראה הבאה,alarm_query,0
3,3.0,הצג לי את כל ההתראות שלי לשבוע הבא,alarm_query,0
4,4.0,מה הזמנים של ההתראות שלי?,alarm_query,0
5,5.0,האם יש לי התראות פעילות השבוע?,alarm_query,0
6,6.0,איך אני יכול לבטל את ההתראות שלי?,alarm_query,0
7,7.0,מתי מוגדרת ההתראה של היום?,alarm_query,0
8,8.0,מתי יש לי התראה מחר בבוקר?,alarm_query,0
9,9.0,האם יש לי שעונים מעוררים היום?,alarm_query,0
10,10.0,האם יש לי התראות קבועות למחר,alarm_query,0
11,11.0,איך אני יכול לבדוק את ההתראות שלי?,alarm_query,0
12,12.0,מתי יש לי התראה הבאה בשעה 12:00?,alarm_query,0
13,13.0,הצג לי את רשימת ההתראות שלי,alarm_query,0
14,14.0,מה השעה של ההתראה האחרונה שלי?,alarm_query,0
15,15.0,איזה התראות יש לי למחר?,alarm_query,0
16,16.0,הצג לי את ההתראות שלי למחר אחר הצהריים,alarm_query,0
17,17.0,איך אני יכול לראות את כל ההתראות שלי,alarm_query,0
18,18.0,מתי יש לי התראה בעוד חמש דקות?,alarm_query,0
19,19.0,איזה התראות קבעתי לשבוע הבא?,alarm_query,0
20,20.0,איזה התראות יש לי עכשיו?,alarm_query,0
21,21.0,מה הזמן של ההתראה הבאה שלי?,alarm_query,0
22,22.0,הצג לי את רשימת ההתראות הפעילות שלי,alarm_query,0
23,23.0,האם יש לי שעונים מעוררים היום בבוקר?,alarm_query,0
24,24.0,האם יש לי שעונים מעוררים למחר?,alarm_query,0
25,25.0,איך אני יכול לשנות את ההתראות שלי,alarm_query,0
26,26.0,מה השעה של ההתראה שלי?,alarm_query,0
27,27.0,הצג לי את כל ההתראות שקבעתי ליום המחרת,alarm_query,0
28,28.0,מה ההתראה הקרובה ביותר שלי למחר?,alarm_query,0
29,29.0,האם יש לי שעונים מעוררים היום בערב?,alarm_query,0
30,30.0,האם יש לי התראות קבועות להיום,alarm_query,0
31,31.0,אילו התראות קבעתי לשבוע הבא?,alarm_query,0
32,32.0,איך אני יכול לראות את כל השעונים המעוררים שלי?,alarm_query,0
